ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions_Cloudy,Weather_conditions_Sunny,Weather_conditions_Windy,Weather_conditions_Stormy,Weather_conditions_Fog,Weather_conditions_Sandstorms,Weather_conditions_NaN,Road_traffic_density_Low,Road_traffic_density_Medium,Road_traffic_density_Jam,Road_traffic_density_High,Road_traffic_density_NaN,Vehicle_condition,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Type_of_vehicle_electric_scooter,Type_of_vehicle_bicycle,multiple_deliveries,Festival_No,Festival_Yes,Festival_NaN
0x9085,22.753839,75.897429,22.883838,76.027429,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xcf24,23.184992,77.417227,23.194992,77.427227,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1.000000,1,0,0
0xce00,27.161850,78.040165,27.241850,78.120165,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xe00e,26.481547,80.299775,26.611547,80.429775,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0x4027,19.065838,72.832658,19.125838,72.892658,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x3365,26.905287,75.794592,26.945287,75.834592,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1.000000,1,0,0
0xa782,17.426228,78.407495,17.476228,78.457495,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0.000000,1,0,0
0x1865,26.910262,75.783013,27.000262,75.873013,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xcf39,9.982834,76.283268,10.092834,76.393268,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x7b3b,18.536562,73.896485,18.626562,73.986485,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3.000000,1,0,0
0x895d,12.975377,77.696664,13.105377,77.826664,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0x1c97,12.914264,77.678400,12.954264,77.718400,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.000000,1,0,0
0x62f0,12.304569,76.643622,12.334569,76.673622,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0.000000,1,0,0
0xd4c2,30.893384,75.821202,30.983384,75.911202,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1.000000,1,0,0
0x83d7,18.994049,72.825203,19.064049,72.895203,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0xd2ab,19.878028,75.317475,19.948028,75.387475,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0.000000,1,0,0
0xb489,19.121999,72.908493,19.151999,72.938493,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.000000,1,0,0
0xd06d,25.443994,81.860187,25.473994,81.890187,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.000000,1,0,0
0xdba8,15.516833,73.768172,15.566833,73.818172,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,NaN,1,0,0
0x40e9,19.120083,72.907385,19.130083,72.917385,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0.000000,1,0,0
0x7c90,26.956431,75.776649,26.996431,75.816649,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0.000000,1,0,0
0xc98d,0.00,0.00,0.05,0.05,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.00,1,0,0
0xd94b,0.00,0.00,0.02,0.02,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0.00,1,0,0
0x18d7,22.727021,75.884167,22.797021,75.954167,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x1d5b,23.399250,85.390464,23.479250,85.470464,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1.000000,1,0,0
0x5724,23.355164,85.324097,23.375164,85.344097,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.000000,1,0,0
0x1f28,13.029780,80.208812,13.109780,80.288812,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2.000000,1,0,0
0x8ce1,17.426228,78.407495,17.456228,78.437495,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.000000,1,0,0
0xa7b9,17.451976,78.385883,17.561976,78.495883,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x1843,19.103249,72.846749,19.133249,72.876749,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1.000000,1,0,0
0x5a38,10.961850,76.971082,10.971850,76.981082,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.000000,1,0,0
0x78e6,23.359033,85.325347,23.419033,85.385347,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0.000000,1,0,0
0x382a,19.103249,72.846749,19.173249,72.916749,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0xc1ad,23.232357,77.429989,23.262357,77.459989,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x4311,12.299524,76.642620,12.359524,76.702620,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0.000000,1,0,0
0x8ba4,19.065838,72.832658,19.155838,72.922658,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x253a,23.333017,85.317200,23.413017,85.397200,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.000000,1,0,0
0x4654,13.058616,80.264151,13.098616,80.304151,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.000000,1,0,0
0x714d,12.323194,76.630583,12.343194,76.650583,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,NaN,1,0,0
0xdff4,30.372202,78.077151,30.502202,78.207151,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xab66,17.426228,78.407495,17.456228,78.437495,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0xab21,22.310526,73.170937,22.400526,73.260937,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xdf19,26.483672,80.320708,26.563672,80.400708,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,0,1,0
0x1854,13.081878,80.248519,13.191878,80.358519,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x971b,22.311844,73.165081,22.331844,73.185081,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x8e2,12.933284,77.615428,13.003284,77.685428,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x3413,17.440827,78.393391,17.570827,78.523391,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x9f53,17.451976,78.385883,17.561976,78.495883,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xa2ba,26.766536,75.837333,26.856536,75.927333,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xc17c,0.00,0.00,0.06,0.06,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.00,1,0,0
0xb6da,21.152760,72.778059,21.162760,72.788059,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0.000000,1,0,0
0xa06f,0.00,0.00,0.06,0.06,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.00,1,0,0
0xa632,17.424114,78.347554,17.454114,78.377554,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xc454,0.00,0.00,0.07,0.07,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0.00,1,0,0
0xa88,21.157735,72.768778,21.237735,72.848778,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x92ad,17.451976,78.385883,17.471976,78.405883,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.000000,1,0,0
0x5fb0,13.022394,80.242439,13.032394,80.252439,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.000000,1,0,0
0x2a33,17.410371,78.437225,17.460371,78.487225,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x6c14,17.483216,78.552111,17.543216,78.612111,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x8ec7,22.745536,75.893106,22.765536,75.913106,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0xd934,26.482419,80.320939,26.512419,80.350939,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.000000,1,0,0
0xc2e8,26.482581,80.315628,26.522581,80.355628,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.000000,1,0,0
0x9ab1,12.933298,77.614293,13.063298,77.744293,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0xafc1,21.149669,72.772629,21.279669,72.902629,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xd23a,30.902872,75.826808,30.982872,75.906808,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2.000000,1,0,0
0x1076,12.311072,76.654878,12.351072,76.694878,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.000000,1,0,0
0x279d,12.304569,76.643622,12.434569,76.773622,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.000000,1,0,0
0x7a04,22.745049,75.892471,22.775049,75.922471,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x4722,18.516216,73.842527,18.526216,73.852527,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x8042,0.00,0.00,0.09,0.09,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.00,1,0,0
0xbabf,23.374989,85.335486,23.394989,85.355486,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x7dac,22.761226,75.887522,22.811226,75.937522,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1.000000,1,0,0
0x936e,12.337928,76.617889,12.417928,76.697889,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.000000,1,0,0
0x2555,18.539299,73.897902,18.649299,74.007902,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.000000,1,0,0
0x46f0,17.424114,78.347554,17.494114,78.417554,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x5d54,21.186884,72.793616,21.216884,72.823616,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0.000000,1,0,0
0x18b4,23.369746,85.339820,23.399746,85.369820,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,1.000000,1,0,0
0x1dde,18.593481,73.785901,18.673481,73.865901,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0xfbf,12.325461,76.632278,12.365461,76.672278,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.000000,1,0,0
0xbe34,26.891191,75.802083,27.031191,75.942083,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x2975,19.103249,72.846749,19.173249,72.916749,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x4fa0,23.399250,85.390464,23.509250,85.500464,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0.000000,1,0,0
0x1607,13.022394,80.242439,13.072394,80.292439,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0xd51c,26.490950,80.318656,26.570950,80.398656,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0.000000,1,0,0
0x27d7,11.026117,76.944652,11.036117,76.954652,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.000000,1,0,0
0x977,21.149569,72.772697,21.209569,72.832697,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xbbeb,13.066762,80.251865,13.086762,80.271865,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0.000000,1,0,0
0xca42,23.234249,77.434007,23.254249,77.454007,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x9014,13.045479,80.233110,13.125479,80.313110,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1.000000,1,0,0
0xabdf,23.354422,85.332900,23.484422,85.462900,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x184e,12.949934,77.699386,13.039934,77.789386,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xb43e,17.458998,78.500366,17.528998,78.570366,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x3d85,13.022394,80.242439,13.052394,80.272439,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x47d1,17.431477,78.400350,17.461477,78.430350,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0xdb4b,23.266261,77.379605,23.276261,77.389605,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,NaN,1,0,0
0xbad3,22.751234,75.889490,22.831234,75.969490,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xe9c,22.745536,75.893106,22.795536,75.943106,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x43fb,23.357804,85.325146,23.437804,85.405146,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x2276,13.027018,80.254791,13.067018,80.294791,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.000000,1,0,0
0x6775,21.157735,72.768778,21.287735,72.898778,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xdb67,15.561295,73.749478,15.641295,73.829478,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0.000000,0,0,1
0x16e7,12.933284,77.615428,13.003284,77.685428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.000000,1,0,0
0x508a,12.325461,76.632278,12.375461,76.682278,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.000000,1,0,0
0x667e,18.994049,72.825203,19.044049,72.875203,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NaN,1,0,0
0xaf09,0.00,0.00,0.03,0.03,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1.00,1,0,0
0x7e31,21.175975,72.795503,21.235975,72.855503,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1.000000,1,0,0
0xdf6,12.970324,77.645748,13.080324,77.755748,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0xb3bb,11.024839,77.007003,11.104839,77.087003,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,2.000000,1,0,0
0x54af,22.732225,75.874765,22.772225,75.914765,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.000000,1,0,0
0xde67,0.00,0.00,0.13,0.13,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.00,1,0,0
0x2c3c,12.321214,76.621094,12.361214,76.661094,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.000000,1,0,0
0xc03a,-9.982834,76.283268,10.032834,76.333268,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xb650,13.005801,80.250744,13.015801,80.260744,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1.000000,1,0,0
0x542a,23.354422,85.332900,23.434422,85.412900,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0x5b61,11.020910,76.940432,11.130910,77.050432,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x2255,18.927584,72.832585,18.967584,72.872585,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x5d71,23.359033,85.325347,23.469033,85.435347,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0.000000,1,0,0
0x3600,17.430448,78.418213,17.540448,78.528213,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xb6a9,26.911378,75.789034,26.951378,75.829034,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.000000,1,0,0
0x97e2,26.891191,75.802083,26.901191,75.812083,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0.000000,1,0,0
0x26d7,0.00,0.00,0.01,0.01,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0.00,1,0,0
0x6818,22.728163,75.884212,22.768163,75.924212,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xcdbd,0.00,0.00,0.01,0.01,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.00,1,0,0
0xd70a,25.443994,81.860187,25.493994,81.910187,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.000000,1,0,0
0xddda,19.874733,75.353942,20.004733,75.483942,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0.000000,1,0,0
0xa6ae,12.337928,76.617889,12.427928,76.707889,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.000000,1,0,0
0x2469,17.424114,78.347554,17.514114,78.437554,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,NaN,1,0,0
0x203a,0.00,0.00,0.05,0.05,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1.00,1,0,0
0xd603,0.00,0.00,0.04,0.04,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.00,1,0,0
0x9852,19.120083,72.907385,19.190083,72.977385,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2.000000,1,0,0
0x11e9,21.157729,72.768726,21.217729,72.828726,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x27fa,21.175975,72.795503,21.265975,72.885503,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0xcaaa,23.232357,77.429989,23.252357,77.449989,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xaec,12.972532,77.608179,13.102532,77.738179,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1.000000,1,0,0
0x3e84,12.913041,77.683237,12.963041,77.733237,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0x435f,19.176269,72.836721,19.256269,72.916721,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0.000000,1,0,0
0x41a7,13.091809,80.219104,13.221809,80.349104,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0x79b1,12.934365,77.616155,13.014365,77.696155,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x771e,11.003681,76.975525,11.083681,77.055525,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x77ec,12.297954,76.665169,12.387954,76.755169,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0x9964,0.00,0.00,0.03,0.03,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1.00,1,0,0
0x2ea5,19.178321,72.834715,19.188321,72.844715,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.000000,1,0,0
0xfa1,12.337978,76.616792,12.347978,76.626792,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x4d59,12.981615,80.231598,13.011615,80.261598,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x9b99,0.00,0.00,0.01,0.01,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1.00,1,0,0
0xc8b2,30.895204,75.822103,30.905204,75.832103,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.000000,1,0,0
0x7697,22.745049,75.892471,22.755049,75.902471,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0.000000,1,0,0
0x9c99,12.906229,77.596791,12.956229,77.646791,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0.000000,1,0,0
0x777f,21.149569,72.772697,21.279569,72.902697,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xc327,19.875908,75.358888,19.885908,75.368888,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0.000000,1,0,0
0x50b7,22.312790,73.170283,22.322790,73.180283,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0.000000,1,0,0
0x38cb,22.74806,75.89340,22.80806,75.95340,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.00000,1,0,0
0xbe41,21.160522,72.771477,21.200522,72.811477,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x6ff5,12.321214,76.621094,12.451214,76.751094,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x3948,23.399250,85.390464,23.489250,85.480464,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0xab0,18.636215,73.751081,18.726215,73.841081,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xadba,12.939496,77.625999,13.049496,77.735999,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x455,-12.933284,-77.615428,12.963284,77.645428,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,1.000000,1,0,0
0xdacf,22.537960,88.349843,22.597960,88.409843,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x35bf,26.913726,75.752820,27.003726,75.842821,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0.000000,1,0,0
0x72ee,26.766536,75.837333,26.856536,75.927333,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xe09a,19.874449,75.360232,19.894449,75.380232,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1.000000,1,0,0
0x8e1d,0.00,0.00,0.03,0.03,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.00,1,0,0
0x52b9,26.913987,75.752891,26.953987,75.792891,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x7d76,21.173493,72.801953,21.183493,72.811953,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x38b7,22.744648,75.894377,22.854648,76.004377,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0xdd7f,26.472001,80.354002,26.512001,80.394002,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.000000,0,1,0
0xd8cf,26.474986,80.342796,26.604986,80.472796,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xc33e,22.553227,88.353273,22.643227,88.443273,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x5777,12.975996,80.221898,13.105996,80.351898,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x6da,11.010375,76.952950,11.070375,77.012950,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x8823,17.440827,78.393391,17.450827,78.403391,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xb7dc,12.906229,77.596791,12.936229,77.626791,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x4177,12.978453,77.643685,13.068453,77.733685,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x80a2,0.00,0.00,0.07,0.07,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.00,1,0,0
0x4f28,18.592718,73.773572,18.702718,73.883572,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0x58b8,0.00,0.00,0.02,0.02,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.00,1,0,0
0x12fe,17.426228,78.407495,17.456228,78.437495,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x83b,12.933284,77.615428,13.023284,77.705428,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0.000000,1,0,0
0x711d,12.972532,77.608179,13.032532,77.668179,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,NaN,1,0,0
0xaace,13.005801,80.250744,13.065801,80.310744,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x76ac,12.975996,80.221898,12.995996,80.241898,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x175e,23.416792,85.316842,23.496792,85.396842,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0xac86,11.022169,76.999594,11.082169,77.059594,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0xd05b,25.452350,81.841889,25.592350,81.981889,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x144c,12.934179,77.615797,13.064179,77.745797,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x88fa,12.325461,76.632278,12.435461,76.742278,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3.000000,1,0,0
0x9513,12.321214,76.621094,12.401214,76.701094,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.000000,1,0,0
0xb4cc,0.00,0.00,0.02,0.02,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.00,1,0,0
0x77aa,22.728163,75.884212,22.818163,75.974212,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x4cd7,0.00,0.00,0.08,0.08,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0.00,1,0,0
0xa3fe,12.934365,77.616155,13.004365,77.686155,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xb1d8,22.310237,73.158921,22.350237,73.198921,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1.000000,1,0,0
0x14a5,17.433809,78.386744,17.493809,78.446744,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
